time,value
0.0583,-0.0
0.1166,0.0
0.1749,0.0
0.2332,0.0
0.2915,0.0
0.3498,0.0
0.4081,0.0
0.4664,0.0
0.5247,0.0
0.583,0.0
0.6413,0.0
0.6996,0.0
0.7579,0.0
0.8162,0.0
0.8745,0.0
0.9328,0.0
0.9911,0.0
1.0494,0.0
1.1077,0.0
1.166,0.0
1.2243,0.0
1.2826,0.0
1.3409,0.0
1.3992,0.0
1.4575,0.0
1.5158,0.0
1.5741,0.0
1.6324,0.0
1.6907,0.0
1.749,0.0
1.8073,0.0
1.8656,0.0
1.9239,0.0
1.9822,0.0
2.0405,0.0
2.0988,0.0
2.1571,0.0
2.2154,0.0
2.2737,0.0
2.332,0.0
2.3903,0.0
2.4486,0.0
2.5069,0.0
2.5652,0.0
2.6235,0.0
2.6818,0.0
2.7401,0.0
2.7984,0.0
2.8567,0.0
2.915,0.0
2.9733,0.0
3.0316,0.0
3.0899,0.0
3.1482,0.0
3.2065,0.0
3.2648,0.0
3.3231,0.0
3.3814,0.0
3.4397,0.0
3.498,0.0
3.5563,0.0
3.6146,0.0
3.6729,0.0
3.7312,0.0
3.7895,-1.883465158e-09
3.8478,-2.40132354e-08
3.9061,-1.147847631e-07
3.9644,-3.557637694e-07
4.0227,-8.610155332e-07
4.081,-1.776869999e-06
4.1393,-3.281907088e-06
4.1976,-5.586814856e-06
4.2559,-8.93400706e-06
4.3142,-1.359717078e-05
4.3725,-1.987883005e-05
4.4308,-2.809501963e-05
4.4891,-3.856098956e-05
4.5474,-5.158731411e-05
4.6057,-6.747968584e-05
4.664,-8.653819555e-05
4.7223,-0.0001090562493
4.7806,-0.0001353194663
4.8389,-0.0001656048746
4.8972,-0.0002001800235
4.9555,-0.0002393020122
5.0138,-0.0002832167723
5.0721,-0.0003321583363
5.1304,-0.0003863478603
5.1887,-0.0004459927825
5.247,-0.0005112862403
5.3053,-0.0005824062026
5.3636,-0.0006595149044
5.4219,-0.0007427580749
5.4802,-0.0008322646518
5.5385,-0.0009281462449
5.5968,-0.00103049692
5.6551,-0.001139392584
5.7134,-0.001254891019
5.7717,-0.001377031384
5.83,-0.001505834305
5.8883,-0.001641301868
5.9466,-0.001783418124
6.0049,-0.001932148208
6.0632,-0.002087439039
6.1215,-0.00224921918
6.1798,-0.002417399239
6.2381,-0.002591872241
6.2964,-0.0027725136
6.3547,-0.002959182292
6.413,-0.003151721408
6.4713,-0.003349957645
6.5296,-0.003553702177
6.5879,-0.003762751862
6.6462,-0.00397689002
6.7045,-0.00419588693
6.7628,-0.004419501467
6.8211,-0.004647480407
6.8794,-0.004879559876
6.9377,-0.005115465651
6.996,-0.005354914727
7.0543,-0.005597616462
7.1126,-0.005843274871
7.1709,-0.0060915844
7.2292,-0.006342234606
7.2875,-0.006594908543
7.3458,-0.006849284273
7.4041,-0.00710503352
7.4624,-0.00736182782
7.5207,-0.007619342423
7.579,-0.007877272507
7.6373,-0.008135339035
7.6956,-0.008393291143
7.7539,-0.008650909019
7.8122,-0.008907999584
7.8705,-0.009164397187
7.9288,-0.009419968123
7.9871,-0.009674615446
8.0454,-0.009928273684
8.1037,-0.01018089827
8.162,-0.01043244813
8.2203,-0.01068288061
8.2786,-0.01093214897
8.3369,-0.01118020128
8.3952,-0.01142697867
8.4535,-0.01167241633
8.5118,-0.01191644009
8.5701,-0.01215896807
8.6284,-0.01239991564
8.6867,-0.01263919972
8.745,-0.01287674015
8.8033,-0.01311245688
8.8616,-0.01334626442
8.9199,-0.01357807715
8.9782,-0.01380780887
9.0365,-0.01403537191
9.0948,-0.01426067733
9.1531,-0.01448363599
9.2114,-0.01470416286
9.2697,-0.01492218096
9.328,-0.01513762483
9.3863,-0.01535044328
9.4446,-0.0155606072
9.5029,-0.01576811132
9.5612,-0.01597298183
9.6195,-0.01617527543
9.6778,-0.01637507735
9.7361,-0.01657249465
9.7944,-0.01676764592
9.8527,-0.01696065777
9.911,-0.01715166219
9.9693,-0.01734079277
10.0276,-0.0175281823
10.0859,-0.01771395788
10.1442,-0.01789823675
10.2025,-0.01808112566
10.2608,-0.01826272069
10.3191,-0.01844310784
10.3774,-0.01862236395
10.4357,-0.0188005534
10.494,-0.0189777259
10.5523,-0.01915392049
10.6106,-0.01932916643
10.6689,-0.01950348161
10.7272,-0.01967687424
10.7855,-0.01984934524
10.8438,-0.02002088912
10.9021,-0.02019149716
10.9604,-0.02036115608
11.0187,-0.02052985387
11.077,-0.02069757924
11.1353,-0.0208643231
11.1936,-0.02103007775
11.2519,-0.02119484001
11.3102,-0.02135860522
11.3685,-0.02152137233
11.4268,-0.02168314207
11.4851,-0.02184391467
11.5434,-0.0220036889
11.6017,-0.02216246725
11.66,-0.0223202551
11.7183,-0.02247705849
11.7766,-0.02263288207
11.8349,-0.02278773377
11.8932,-0.02294162233
11.9515,-0.02309455579
12.0098,-0.02324653949
12.0681,-0.02339758084
12.1264,-0.02354768984
12.1847,-0.02369687296
12.243,-0.02384513558
12.3013,-0.02399248345
12.3596,-0.02413892168
12.4179,-0.02428445209
12.4762,-0.02442907642
12.5345,-0.02457279687
12.5928,-0.02471561662
12.6511,-0.02485754044
12.7094,-0.02499857126
12.7677,-0.02513871193
12.826,-0.02527796578
12.8843,-0.02541633902
12.9426,-0.02555383725
13.0009,-0.02569046635
13.0592,-0.02582623487
13.1175,-0.02596115243
13.1758,-0.02609522796
13.2341,-0.02622846826
13.2924,-0.02636088248
13.3507,-0.02649248303
13.409,-0.02662328081
13.4673,-0.02675328525
13.5256,-0.02688250723
13.5839,-0.02701095916
13.6422,-0.02713865158
13.7005,-0.02726559469
13.7588,-0.02739179882
13.8171,-0.02751727535
13.8754,-0.02764203418
13.9337,-0.02776608189
13.992,-0.02788942598
14.0503,-0.02801207341
14.1086,-0.02813403144
14.1669,-0.02825530531
14.2252,-0.02837589917
14.2835,-0.02849581812
14.3418,-0.02861506774
14.4001,-0.02873365144
14.4584,-0.02885157381
14.5167,-0.02896884231
14.575,-0.02908546368
14.6333,-0.02920144479
14.6916,-0.02931679097
14.7499,-0.02943150762
14.8082,-0.02954560155
14.8665,-0.02965907601
14.9248,-0.02977193473
14.9831,-0.02988418399
15.0414,-0.02999582732
15.0997,-0.03010686692
15.158,-0.03021730462
15.2163,-0.03032714237
15.2746,-0.03043638223
15.3329,-0.03054502418
15.3912,-0.03065306863
15.4495,-0.03076051685
15.5078,-0.0308673696
15.5661,-0.03097362681
15.6244,-0.03107928807
15.6827,-0.03118435109
15.741,-0.0312888136
15.7993,-0.0313926735
15.8576,-0.03149592907
15.9159,-0.03159858043
15.9742,-0.03170062354
16.0325,-0.03180205638
16.0908,-0.03190287653
16.1491,-0.03200308023
16.2074,-0.03210266573
16.2657,-0.03220162986
16.324,-0.03229996813
16.3823,-0.0323976756
16.4406,-0.03249474936
16.4989,-0.03259118569
16.5572,-0.03268698259
16.6155,-0.03278213633
16.6738,-0.03287664354
16.7321,-0.03297050079
16.7904,-0.03306370427
16.8487,-0.03315625212
16.907,-0.03324814431
16.9653,-0.03333937969
17.0236,-0.03342995488
17.0819,-0.03351986955
17.1402,-0.03360912458
17.1985,-0.03369771777
17.2568,-0.03378564995
17.3151,-0.03387292317
17.3734,-0.03395953663
17.4317,-0.03404548871
17.49,-0.0341307781
17.5483,-0.03421540456
17.6066,-0.03429936972
17.6649,-0.03438266911
17.7232,-0.03446529666
17.7815,-0.03454725216
17.8398,-0.03462853229
17.8981,-0.03470913272
17.9564,-0.034789054
18.0147,-0.03486829758
18.073,-0.03494686285
18.1313,-0.03502474849
18.1896,-0.03510195061
18.2479,-0.03517847345
18.3062,-0.03525432066
18.3645,-0.03532949255
18.4228,-0.0354039909
18.4811,-0.03547782065
18.5394,-0.03555098587
18.5977,-0.0356234901
18.656,-0.03569533682
18.7143,-0.03576653083
18.7726,-0.03583707502
18.8309,-0.03590697114
18.8892,-0.0359762232
18.9475,-0.03604483668
19.0058,-0.03611281236
19.0641,-0.03618014803
19.1224,-0.0362468398
19.1807,-0.03631288566
19.239,-0.03637827996
19.2973,-0.03644302025
19.3556,-0.03650710837
19.4139,-0.03657054569
19.4722,-0.03663332852
19.5305,-0.0366954525
19.5888,-0.03675691631
19.6471,-0.0368177126
19.7054,-0.03687784253
19.7637,-0.03693730391
19.822,-0.03699610334
19.8803,-0.03705424008
19.9386,-0.03711171589
19.9969,-0.03716852436
20.0552,-0.03722466821
20.1135,-0.03728014618
20.1718,-0.03733496457
20.2301,-0.03738912967
20.2884,-0.03744264302
20.3467,-0.03749550482
20.405,-0.0375477163
20.4633,-0.03759927734
20.5216,-0.03765018706
20.5799,-0.03770045069
20.6382,-0.03775007351
20.6965,-0.03779905569
20.7548,-0.03784739429
20.8131,-0.03789508854
20.8714,-0.03794213963
20.9297,-0.03798854799
20.988,-0.03803431454
21.0463,-0.03807944295
21.1046,-0.03812393706
21.1629,-0.03816779322
21.2212,-0.03821100703
21.2795,-0.03825357893
21.3378,-0.03829550794
21.3961,-0.03833679552
21.4544,-0.03837744065
21.5127,-0.03841743686
21.571,-0.03845678318
21.6293,-0.038495474
21.6876,-0.03853350585
21.7459,-0.03857087673
21.8042,-0.03860758508
21.8625,-0.0386436262
21.9208,-0.03867899921
21.9791,-0.03871369701
22.0374,-0.0387477163
22.0957,-0.03878106265
22.154,-0.03881373553
22.2123,-0.03884573138
22.2706,-0.0388770485
22.3289,-0.03890768535
22.3872,-0.03893763963
22.4455,-0.0389669169
22.5038,-0.0389955147
22.5621,-0.03902343359
22.6204,-0.03905067291
22.6787,-0.03907722967
22.737,-0.03910309287
22.7953,-0.03912826666
22.8536,-0.03915275445
22.9119,-0.03917655852
22.9702,-0.03919967422
23.0285,-0.03922209748
23.0868,-0.03924382843
23.1451,-0.03926487168
23.2034,-0.03928522138
23.2617,-0.03930487758
23.32,-0.03932384918
23.3783,-0.03934213464
23.4366,-0.03935972468
23.4949,-0.03937661888
23.5532,-0.03939281791
23.6115,-0.03940832205
23.6698,-0.03942312927
23.7281,-0.03943723731
23.7864,-0.03945065143
23.8447,-0.03946337195
23.903,-0.03947539341
23.9613,-0.03948672075
24.0196,-0.03949735181
24.0779,-0.03950727911
24.1362,-0.0395164978
24.1945,-0.03952500325
24.2528,-0.03953279161
24.3111,-0.03953985993
24.3694,-0.03954620827
24.4277,-0.03955182994
24.486,-0.03955672286
24.5443,-0.03956088422
24.6026,-0.03956431052
24.6609,-0.03956700002
24.7192,-0.03956895477
24.7775,-0.03957017988
24.8358,-0.03957067356
24.8941,-0.03957043474
24.9524,-0.03956945733
25.0107,-0.03956774478
25.069,-0.03956529563
25.1273,-0.03956210156
25.1856,-0.03955816415
25.2439,-0.03955348321
25.3022,-0.03954806936
25.3605,-0.03954191455
25.4188,-0.03953500806
25.4771,-0.0395273423
25.5354,-0.0395189158
25.5937,-0.03950972526
25.652,-0.03949976644
25.7103,-0.03948903086
25.7686,-0.0394775133
25.8269,-0.03946520801
25.8852,-0.03945210418
25.9435,-0.0394381974
26.0018,-0.03942348821
26.0601,-0.0394079736
26.1184,-0.03939164967
26.1767,-0.03937451167
26.235,-0.03935655383
26.2933,-0.03933777597
26.3516,-0.03931817592
26.4099,-0.03929775509
26.4682,-0.03927651039
26.5265,-0.03925444356
26.5848,-0.03923155071
26.6431,-0.03920783402
26.7014,-0.03918329288
26.7597,-0.03915792599
26.818,-0.03913172867
26.8763,-0.03910470564
26.9346,-0.03907686821
26.9929,-0.03904821051
27.0512,-0.0390187285
27.1095,-0.03898841656
27.1678,-0.03895728502
27.2261,-0.03892533756
27.2844,-0.03889257224
27.3427,-0.03885899439
27.401,-0.03882461588
27.4593,-0.03878944529
27.5176,-0.03875347332
27.5759,-0.03871671091
27.6342,-0.03867916025
27.6925,-0.03864082872
27.7508,-0.03860169725
27.8091,-0.03856175541
27.8674,-0.03852101123
27.9257,-0.03847946476
27.984,-0.03843710898
28.0423,-0.03839393488
28.1006,-0.03834994073
28.1589,-0.03830512573
28.2172,-0.0382594779
28.2755,-0.03821298132
28.3338,-0.03816564206
28.3921,-0.03811745617
28.4504,-0.03806842036
28.5087,-0.03801852791
28.567,-0.03796778334
28.6253,-0.03791619319
28.6836,-0.03786375603
28.7419,-0.03781045986
28.8002,-0.03775631633
28.8585,-0.03770133747
28.9168,-0.03764553962
28.9751,-0.03758893686
29.0334,-0.03753150646
29.0917,-0.03747323809
29.15,-0.03741413616
29.2083,-0.03735419224
29.2666,-0.03729341676
29.3249,-0.0372318157
29.3832,-0.03716938796
29.4415,-0.03710613194
29.4998,-0.03704205301
29.5581,-0.03697716299
29.6164,-0.03691148993
29.6747,-0.03684503855
29.733,-0.0367778036
29.7913,-0.03670979341
29.8496,-0.03664098959
29.9079,-0.03657137415
29.9662,-0.03650092789
30.0245,-0.03642965485
30.0828,-0.03635754108
30.1411,-0.03628457535
30.1994,-0.03621074777
30.2577,-0.03613605847
30.316,-0.03606050001
30.3743,-0.03598407612
30.4326,-0.03590680971
30.4909,-0.03582870558
30.5492,-0.03574977327
30.6075,-0.03567001321
30.6658,-0.03558941825
30.7241,-0.03550796741
30.7824,-0.03542565196
30.8407,-0.03534246699
30.899,-0.03525842194
30.9573,-0.03517352253
31.0156,-0.0350877665
31.0739,-0.03500115837
31.1322,-0.03491368384
31.1905,-0.03482533295
31.2488,-0.03473611828
31.3071,-0.03464605507
31.3654,-0.03455512763
31.4237,-0.03446333583
31.482,-0.03437068977
31.5403,-0.03427716625
31.5986,-0.03418275184
31.6569,-0.03408747722
31.7152,-0.03399136904
31.7735,-0.03389441892
31.8318,-0.03379660759
31.8901,-0.03369793863
31.9484,-0.03359845423
32.0067,-0.03349817496
32.065,-0.0333970886
32.1233,-0.03329519925
32.1816,-0.03319252121
32.2399,-0.03308901243
32.2982,-0.03298464758
32.3565,-0.03287945817
32.4148,-0.03277346222
32.4731,-0.03266664048
32.5314,-0.03255896901
32.5897,-0.03245043959
32.648,-0.03234105003
32.7063,-0.03223078776
32.7646,-0.03211962971
32.8229,-0.03200759396
32.8812,-0.03189473109
32.9395,-0.03178101367
32.9978,-0.03166643665
33.0561,-0.0315510067
33.1144,-0.03143473203
33.1727,-0.03131760196
33.231,-0.03119960496
33.2893,-0.03108075408
33.3476,-0.03096105844
33.4059,-0.03084051138
33.4642,-0.03071907525
33.5225,-0.03059676258
33.5808,-0.03047357931
33.6391,-0.03034951448
33.6974,-0.03022456345
33.7557,-0.03009875154
33.814,-0.02997209845
33.8723,-0.0298445906
33.9306,-0.02971622953
33.9889,-0.02958702606
34.0472,-0.0294569868
34.1055,-0.02932610027
34.1638,-0.02919435324
34.2221,-0.0290617787
34.2804,-0.02892837907
34.3387,-0.0287941351
34.397,-0.02865904931
34.4553,-0.02852312573
34.5136,-0.02838636678
34.5719,-0.02824877425
34.6302,-0.0281103642
34.6885,-0.02797113951
34.7468,-0.02783110608
